Category,Name,ASIN,Date,Qty,Price($),Link Type,Indirect Sales,Device Type Group
Pet Food & Supplies,"ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover for Furniture, Couch, Carpet, Car Seats and Bedding - Eco-Friendly, Portable, Multi-Surf",B00BAGTNAQ,03/08/2022 09:41,1,18.56,Short Mobile link creation,di,PHONE
Pet Food & Supplies,"ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover for Furniture, Couch, Carpet, Car Seats and Bedding - Eco-Friendly, Portable, Multi-Surf",B00BAGTNAQ,03/08/2022 09:32,1,18.56,Short Mobile link creation,di,PHONE
Kitchen & Dining,"Creative Co-Op Stoneware Brie Bakers with Lids & Wood Spreaders, 7"" Round, Set of 2 Colors",B074FL547C,03/08/2022 09:22,1,47.99,Short Mobile link creation,di,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KRZF2K1,03/08/2022 09:18,2,10.99,Short Mobile link creation,di,DESKTOP
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KS4XT9R,03/08/2022 09:18,1,9.99,Short Mobile link creation,di,DESKTOP
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08VS5DZX2,03/08/2022 09:18,1,10.99,Short Mobile link creation,di,DESKTOP
Electronic Components & Home Audio,PANASONIC CR2354 battery,B00OFUWD4C,03/08/2022 09:07,1,10.49,Influencer Page,ndi,PHONE
Office & School Supplies,"Sharpie 35113PP Mini Permanent Markers, Fine Point, Assorted Colors, 4 Count",B000GOZXA2,03/08/2022 09:06,2,7.29,Short Mobile link creation,ndi,PHONE
Home,"Instapoints 3 Piece Picture 18"" x 24"" Matted to 8"" x 10"" with Offset Mat & Hanging Template Gallery Wall Frame Set, Black, (21FP1286E)",B09FTFGPXK,03/08/2022 08:59,1,95.99,Short Mobile link creation,ndi,PHONE
Cell Phones & Accessories,"VECI iPhone 11 Pro Magnetic Case, Compatible with MagSafe Accessories, Soft Touch Silicone (iPhone 11 Pro, Dark Green)",B08PKD28YC,03/08/2022 08:58,1,29.99,Short Mobile link creation,ndi,PHONE
Cell Phones & Accessories,"PopSockets: Phone Wallet with Expanding Grip, Phone Card Holder, Wireless Charging Compatible, Wallet for MagSafe - Floral Bohemian",B097G9HJTK,03/08/2022 08:58,1,39.99,Short Mobile link creation,ndi,PHONE
Clothing & Accessories,"Women’s Longline Sports Bra Wirefree Padded Medium Support Yoga Bras Gym Running Workout Tank Tops (Jasmine Green, Small, s)",B094GPVC5X,03/08/2022 08:58,1,22.99,Short Mobile link creation,ndi,PHONE
Home,"MOIIKKO Shampoo and Conditioner Bottles - Pack of 3 Refillable, 32oz Empty Shampoo Conditioner Body Wash Dispenser (White) with 8 Waterproof Labels fo",B08GFBQS3X,03/08/2022 08:56,1,27.99,Short Mobile link creation,di,PHONE
Office & School Supplies,"Paper Mate Flair, Scented Felt Tip Pens, Assorted Sunday Brunch Scents and Colors, 0.7mm, 16 Count",B08DHHV91H,03/08/2022 08:56,1,16.55,Short Mobile link creation,di,PHONE
Home,Turkish Hand Towel Set of 4 Stripe Peshtemal Towel 100% Cotton 45x20 Light Weight Thin Quick Dry Hand Bath Hair Gym Face Tea Kitchen Dishcloth Set Dec,B08RHQRDN7,03/08/2022 08:45,1,26.95,Short Mobile link creation,di,PHONE
Home,"upsimples 16x20 Picture Frame Set of 5,Display Pictures 11x14 with Mat or 16x20 Without Mat,Wall Gallery Poster Frames,Black",B0874RK22D,03/08/2022 08:39,2,43.99,Short Mobile link creation,di,PHONE
Health & Household,"Zacurate Pro Series 500DL Fingertip Pulse Oximeter Blood Oxygen Saturation Monitor with Silicon Cover, Batteries and Lanyard (Royal Black)",B07PQ8WTC4,03/08/2022 08:31,1,22.95,Influencer Page,ndi,PHONE
Pet Food & Supplies,"ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover for Furniture, Couch, Carpet, Car Seats and Bedding - Eco-Friendly, Portable, Multi-Surf",B00BAGTNAQ,03/08/2022 08:29,1,18.56,Short Mobile link creation,di,PHONE
Pet Food & Supplies,"ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover for Furniture, Couch, Carpet, Car Seats and Bedding - Eco-Friendly, Portable, Multi-Surf",B00BAGTNAQ,03/08/2022 08:27,1,21.56,Short Mobile link creation,di,PHONE
Home,Turkish Hand Towel Set of 4 Stripe Peshtemal Towel 100% Cotton 45x20 Light Weight Thin Quick Dry Hand Bath Hair Gym Face Tea Kitchen Dishcloth Set Dec,B08RHQRDN7,03/08/2022 08:14,1,26.95,Short Mobile link creation,di,PHONE
Kitchen & Dining,Magnetic Measuring Spoons Set Dual Sided Stainless Steel Set of 6 Stackable Magnetic Teaspoon Tablespoon for Measuring Dry and Liquid Ingredients,B07F36TWDT,03/08/2022 08:11,1,15.97,Short Mobile link creation,di,DESKTOP
Home,"Hammam Linen White Bath Towels 4-Pack - 27x54 Soft and Absorbent, Premium Quality Perfect for Daily Use 100% Cotton Towel",B07SLR3T9F,03/08/2022 07:54,2,39.99,Short Mobile link creation,di,PHONE
Pet Food & Supplies,"ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover for Furniture, Couch, Carpet, Car Seats and Bedding - Eco-Friendly, Portable, Multi-Surf",B00BAGTNAQ,03/08/2022 07:16,1,18.56,Short Mobile link creation,di,PHONE
Luggage,Wide Shoulder Strap Bag Purse Straps Replacement Crossbody Ahdorned Fashion Crossbody Bags Strap Guitar Straps for Handbags (15#),B09JZ863MZ,03/08/2022 07:14,1,9.91,Short Mobile link creation,ndi,PHONE
Furniture,Chris Loves Julia x Loloi Jules JUL-07 Natural / Ocean Oriental Area Rug 7'-6" x 9'-6",B08KWLMN6X,03/08/2022 07:11,1,188.24,Short Mobile link creation,di,PHONE
"Patio, Lawn & Garden","POLYWOOD ECT18GY Long Island Side Table, 18-Inch, Slate Grey",B0082JOK5M,03/08/2022 07:07,1,69,Short Mobile link creation,ndi,PHONE
Furniture,COTOSEY Artificial Green Apples Box of 12,B00J3VGHK4,03/08/2022 07:07,1,18.9,Short Mobile link creation,ndi,PHONE
Pet Food & Supplies,"ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover for Furniture, Couch, Carpet, Car Seats and Bedding - Eco-Friendly, Portable, Multi-Surf",B00BAGTNAQ,03/08/2022 07:07,1,18.56,Short Mobile link creation,di,PHONE
Home,"upsimples 16x20 Picture Frame Set of 5,Display Pictures 11x14 with Mat or 16x20 Without Mat,Wall Gallery Poster Frames,Black",B0874RK22D,03/08/2022 07:07,1,43.99,Short Mobile link creation,di,PHONE
Health & Household,"Dove go fresh Antiperspirant Deodorant, Cool Essentials 2.6 oz, Twin Pack",B001C32YYO,03/08/2022 07:06,1,14.89,Short Mobile link creation,ndi,PHONE
Kitchen & Dining,Magnetic Measuring Spoons Set Dual Sided Stainless Steel Set of 6 Stackable Magnetic Teaspoon Tablespoon for Measuring Dry and Liquid Ingredients,B07F36TWDT,03/08/2022 06:48,1,15.97,Short Mobile link creation,di,PHONE
Home,Turkish Hand Towel Set of 4 Stripe Peshtemal Towel 100% Cotton 45x20 Light Weight Thin Quick Dry Hand Bath Hair Gym Face Tea Kitchen Dishcloth Set Dec,B08RHQRDN7,03/08/2022 06:35,1,26.95,Short Mobile link creation,di,PHONE
Pet Food & Supplies,"ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover for Furniture, Couch, Carpet, Car Seats and Bedding - Eco-Friendly, Portable, Multi-Surf",B00BAGTNAQ,03/08/2022 06:29,1,21.56,Short Mobile link creation,di,PHONE
Home,"SafeRest Mattress Protector - King ﻿- College Dorm Room Essentials for Girls and Guys - Cotton, Waterproof Mattress Cover Protectors - White",B003PWK2A8,03/08/2022 06:15,1,36.99,Short Mobile link creation,di,PHONE
Kitchen & Dining,"EasyLunchboxes - Bento Snack Boxes - Reusable 4-Compartment Food Containers for School, Work and Travel, Set of 4, (Pastels)",B097CM17C8,03/08/2022 06:03,1,12.34,Influencer Page,ndi,PHONE
Clothing & Accessories,"PRETTYGARDEN Women's Summer Floral Midi Bodycon Dresses Short Puff Sleeve Square Neck Ruffle Hem Mermaid Cocktail Dress (Green,Small)",B09WH91B2M,03/08/2022 06:02,1,40.99,Short Mobile link creation,ndi,PHONE
Sports & Fitness,"Nike Men`s Team MatchFit Core OTC Soccer Socks 1 Pair (Green(SX6836-302)/Grey, Large)",B07FFRGKKD,03/08/2022 06:01,2,12,Influencer Page,ndi,PHONE
Home,novelinks Photo Case 4" x 6" Photo Box Storage - 16 Inner Photo Keeper Photo Organizer Cases Photos Storage Containers Box for Photos (Clear),B07C8YSWDR,03/08/2022 06:01,1,29.99,Influencer Page,ndi,PHONE
Home,"Creative Co-Op Hand-Forged Metal Taper, Antique Brass Finish Candle Holder",B08V1Z9B8C,03/08/2022 05:55,2,21.53,Influencer Page,ndi,PHONE
Home,Amazon Basics 24-Pocket Over-the-Door Hanging Medium-Size Shoe Organizer,B07227PWVP,03/08/2022 05:23,1,8.58,Short Mobile link creation,ndi,PHONE
Home,Turkish Hand Towel Set of 4 Stripe Peshtemal Towel 100% Cotton 45x20 Light Weight Thin Quick Dry Hand Bath Hair Gym Face Tea Kitchen Dishcloth Set Dec,B08RHQRDN7,03/08/2022 05:18,1,26.95,Short Mobile link creation,di,PHONE
Health & Household,Thorne Research - Berberine-500 - Botanical Compound - 60 Capsules,B009LI7VRC,03/08/2022 04:57,1,33.3,Influencer Page,ndi,PHONE
Beauty & Grooming,"Maybelline Super Stay Vinyl Ink Longwear No-Budge Liquid Lipcolor, Highly Pigmented Color and Instant Shine, Coy, 0.14 fl oz",B09QH981L7,03/08/2022 04:24,1,9.99,Short Mobile link creation,ndi,PHONE
Home,Turkish Hand Towel Set of 4 Stripe Peshtemal Towel 100% Cotton 45x20 Light Weight Thin Quick Dry Hand Bath Hair Gym Face Tea Kitchen Dishcloth Set Dec,B08RHQRDN7,03/08/2022 04:20,1,26.95,Short Mobile link creation,di,PHONE
Home,Turkish Hand Towel Set of 4 Stripe Peshtemal Towel 100% Cotton 45x20 Light Weight Thin Quick Dry Hand Bath Hair Gym Face Tea Kitchen Dishcloth Set Dec,B08RHQRDN7,03/08/2022 04:19,1,26.95,Short Mobile link creation,di,PHONE
Office & School Supplies,"Sharpie S-Note Duo Dual-Ended Creative Markers, Part Highlighter, Part Art Marker, Assorted Colors, Fine and Chisel Tips, Includes Stand-up Easel, 16 ",B09TRZ5W89,02/08/2022 23:26,1,13.9,Short Mobile link creation,di,PHONE
Kitchen & Dining,"ThermoPro TP16 Large LCD Digital Meat Thermometer for Cooking, Smoking, Grilling, BBQ Food Thermometer with Clock Timer and Stainless Steel Probe, Bla",B09N7BJQ7B,02/08/2022 23:11,1,20.99,Influencer Page,ndi,PHONE
Home,Turkish Hand Towel Set of 4 Stripe Peshtemal Towel 100% Cotton 45x20 Light Weight Thin Quick Dry Hand Bath Hair Gym Face Tea Kitchen Dishcloth Set Dec,B08RHQRDN7,02/08/2022 22:56,1,26.95,Short Mobile link creation,di,PHONE
Office & School Supplies,"Sharpie S-Note Duo Dual-Ended Creative Markers, Part Highlighter, Part Art Marker, Assorted Colors, Fine and Chisel Tips, Includes Stand-up Easel, 16 ",B09TRZ5W89,02/08/2022 22:25,1,13.9,Short Mobile link creation,di,PHONE
Kitchen & Dining,Magnetic Measuring Spoons Set of 6 Stainless Steel Dual Sided Stackable Teaspoon for Measuring Dry and Liquid Ingredients,B07KG2QN7V,02/08/2022 22:08,1,15.97,Short Mobile link creation,di,PHONE
Home,Turkish Hand Towel Set of 4 Stripe Peshtemal Towel 100% Cotton 45x20 Light Weight Thin Quick Dry Hand Bath Hair Gym Face Tea Kitchen Dishcloth Set Dec,B08RHQRDN7,02/08/2022 21:57,1,26.95,Short Mobile link creation,di,PHONE
Home,Turkish Hand Towel Set of 4 Stripe Peshtemal Towel 100% Cotton 45x20 Light Weight Thin Quick Dry Hand Bath Hair Gym Face Tea Kitchen Dishcloth Set Dec,B08RJ53STQ,02/08/2022 21:19,1,17.59,Short Mobile link creation,di,PHONE
Home,Turkish Hand Towel Set of 4 Stripe Peshtemal Towel 100% Cotton 45x20 Light Weight Thin Quick Dry Hand Bath Hair Gym Face Tea Kitchen Dishcloth Set Dec,B08RHQRDN7,02/08/2022 21:08,1,26.95,Short Mobile link creation,di,PHONE
Home,Turkish Hand Towel Set of 4 Stripe Peshtemal Towel 100% Cotton 45x20 Light Weight Thin Quick Dry Hand Bath Hair Gym Face Tea Kitchen Dishcloth Set Dec,B08RJ53STQ,02/08/2022 21:08,1,26.95,Short Mobile link creation,di,PHONE
Kitchen & Dining,Magnetic Measuring Spoons Set Dual Sided Stainless Steel Set of 6 Stackable Magnetic Teaspoon Tablespoon for Measuring Dry and Liquid Ingredients,B07F36TWDT,02/08/2022 21:06,1,15.97,Short Mobile link creation,di,PHONE
Luxury Beauty,"Bioderma - Sensibio H2O - Micellar Water - Cleansing and Make-Up Removing - Refreshing feeling - for Sensitive Skin, 3.4 Fl Oz (Pack of 1)",B006RBR7NO,02/08/2022 20:32,1,7,Short Mobile link creation,ndi,PHONE
Luxury Beauty,"Pureology Hydrate Sheer Nourishing Conditioner | For Fine, Dry Color Treated Hair | Sulfate-Free | Vegan",B0899JDQM1,02/08/2022 20:32,1,9,Short Mobile link creation,ndi,PHONE
Beauty & Grooming,"Tattoonova 8 Sheets Temporary Tattoo Men Women Adult Heart Party Favors Star Arrow Body Face Sleeve crown Fake Tattoos, TA",B09LCKN3BM,02/08/2022 19:54,1,6.47,Short Mobile link creation,ndi,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08VS5DZX2,02/08/2022 19:42,1,10.99,Short Mobile link creation,di,PHONE
Home,Turkish Hand Towel Set of 4 Stripe Peshtemal Towel 100% Cotton 45x20 Light Weight Thin Quick Dry Hand Bath Hair Gym Face Tea Kitchen Dishcloth Set Dec,B08RJ53STQ,02/08/2022 19:41,1,26.95,Short Mobile link creation,di,PHONE
Furniture,Chris Loves Julia x Loloi Jules JUL-07 Natural / Ocean Oriental Area Rug 7'-6" x 9'-6",B08KWLMN6X,02/08/2022 19:29,1,188.24,Short Mobile link creation,di,PHONE
Home,Turkish Hand Towel Set of 4 Stripe Peshtemal Towel 100% Cotton 45x20 Light Weight Thin Quick Dry Hand Bath Hair Gym Face Tea Kitchen Dishcloth Set Dec,B08RHQRDN7,02/08/2022 19:10,1,26.95,Short Mobile link creation,di,PHONE
Kitchen & Dining,Magnetic Measuring Spoons Set of 6 Stainless Steel Dual Sided Stackable Teaspoon for Measuring Dry and Liquid Ingredients,B07KG2QN7V,02/08/2022 19:10,1,15.97,Short Mobile link creation,di,PHONE
Home,Turkish Hand Towel Set of 4 Stripe Peshtemal Towel 100% Cotton 45x20 Light Weight Thin Quick Dry Hand Bath Hair Gym Face Tea Kitchen Dishcloth Set Dec,B08RHQRDN7,02/08/2022 19:06,1,26.95,Short Mobile link creation,di,PHONE
Home,"upsimples 16x20 Picture Frame Set of 5,Display Pictures 11x14 with Mat or 16x20 Without Mat,Wall Gallery Poster Frames,White",B0874RYMVK,02/08/2022 19:04,2,46.74,Short Mobile link creation,di,PHONE
Home,"upsimples 16x20 Picture Frame Set of 5,Display Pictures 11x14 with Mat or 16x20 Without Mat,Wall Gallery Poster Frames,Black",B0874RK22D,02/08/2022 18:48,2,43.99,Short Mobile link creation,di,PHONE
Home,"upsimples 16x20 Picture Frame Set of 5,Display Pictures 11x14 with Mat or 16x20 Without Mat,Wall Gallery Poster Frames,Black",B0874RK22D,02/08/2022 18:40,1,43.99,Short Mobile link creation,di,PHONE
Home,"upsimples 16x20 Picture Frame Set of 5,Display Pictures 11x14 with Mat or 16x20 Without Mat,Wall Gallery Poster Frames,Black",B0874RK22D,02/08/2022 18:39,2,43.99,Short Mobile link creation,di,PHONE
Health & Household,"Amazon Brand - Mama Bear Gentle Touch Diapers, Hypoallergenic, Size 4, 148 Count (4 packs of 37)",B07SV3XWZ7,02/08/2022 18:27,1,42.18,Short Mobile link creation,ndi,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KRZF2K1,02/08/2022 18:27,2,10.99,Short Mobile link creation,di,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08VS5DZX2,02/08/2022 18:20,1,10.99,Short Mobile link creation,di,PHONE
Beauty & Grooming,Hair Finishing Stick - 2 Pack Hair Flyaway Tamer- Baby Hair Brush- Edge Brush for Baby Hair Frizzy Hair Products Glue Spray Hair Wax Stick Hair Gel Fo,B087ZB1MBV,02/08/2022 17:27,1,6.99,Influencer Page,ndi,PHONE
Beauty & Grooming,Bed Head by Tigi Hair Wax Stick for Strong Hold 2.57 oz,B000141L58,02/08/2022 17:27,1,19.01,Influencer Page,ndi,PHONE
Home,Turkish Hand Towel Set of 4 Stripe Peshtemal Towel 100% Cotton 45x20 Light Weight Thin Quick Dry Hand Bath Hair Gym Face Tea Kitchen Dishcloth Set Dec,B08RHQRDN7,02/08/2022 17:22,1,26.95,Short Mobile link creation,di,PHONE
Kitchen & Dining,"Met Lux 4 Ounce Portion Scoop, 1 Durable Cookie Scoop - #8, With Gray Handle, Stainless Steel Disher, For Portion Control, Scoop Cookie Dough, Cupcake",B06XYPM5YS,02/08/2022 16:31,1,12.75,Short Mobile link creation,ndi,PHONE
Kitchen & Dining,"Portion Scoop - #16 (2 oz) - Disher, Cookie Scoop, Food Scoop - Portion Control - 18/8 Stainless Steel, Blue Handle",B08JZ9N7F9,02/08/2022 16:31,1,9.99,Short Mobile link creation,ndi,PHONE
Outdoor Recreation,"JanSport SuperBreak One, Black, Size",B0007QCQGI,02/08/2022 16:31,1,36,Short Mobile link creation,ndi,PHONE
Home,Turkish Hand Towel Set of 4 Stripe Peshtemal Towel 100% Cotton 45x20 Light Weight Thin Quick Dry Hand Bath Hair Gym Face Tea Kitchen Dishcloth Set Dec,B08RHQRDN7,02/08/2022 16:16,1,26.95,Short Mobile link creation,di,PHONE
Home,"Luxury Hotel & Spa Bath Towel 100% Genuine Turkish Cotton, 27"" x 54"" ,Set of 4,White",B00HTB2XOO,02/08/2022 16:13,2,41.67,Influencer Page,ndi,PHONE
Home,Turkish Hand Towel Set of 4 Stripe Peshtemal Towel 100% Cotton 45x20 Light Weight Thin Quick Dry Hand Bath Hair Gym Face Tea Kitchen Dishcloth Set Dec,B08RJ53STQ,02/08/2022 16:12,1,26.95,Short Mobile link creation,di,PHONE
Home,"MOIIKKO Shampoo and Conditioner Bottles - Pack of 3 Refillable, 32oz Empty Shampoo Conditioner Body Wash Dispenser (White) with 8 Waterproof Labels fo",B08GFBQS3X,02/08/2022 16:11,1,27.99,Short Mobile link creation,di,PHONE
Home Improvement,"LED Puck Lights, Shineled Wireless Puck Lights with Remote, Led Puck Lights with Remote Control, Led Under Cabinet Lighting, Dimmable Closet Light (6 ",B07J66RNWB,02/08/2022 16:10,1,13.99,Influencer Page,ndi,PHONE
Furniture,"SMARTSTANDARD 6 Inch Heavy Duty Hairpin Furniture Legs, Metal Home DIY Projects for TV Stand, Sofa, Cabinet, etc with Rubber Floor Protectors Black 4P",B07QV8QKTV,02/08/2022 16:01,1,18.99,Influencer Page,ndi,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KRT43VZ,02/08/2022 16:01,1,11.99,Influencer Page,ndi,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KRZF2K1,02/08/2022 15:21,1,10.99,Short Mobile link creation,di,PHONE
Kitchen & Dining,"Cozee Bay Bamboo Bag Storage Organizer for Kitchen Drawer, Baggie organizer, Compatible with Gallon, Quart, Sandwich and Snack Variety Size Bags (Blac",B09QK75511,02/08/2022 15:20,1,39.98,Short Mobile link creation,di,PHONE
Kitchen & Dining,Magnetic Measuring Spoons Set Dual Sided Stainless Steel Set of 6 Stackable Magnetic Teaspoon Tablespoon for Measuring Dry and Liquid Ingredients,B07F36TWDT,02/08/2022 14:56,1,15.97,Short Mobile link creation,di,PHONE
Furniture,"Step Stool,Stool,Foot Stool, Step stools for Adults, Folding Step Stool, Kitchen Stool, Folding Stool, Foldable Step Stool ,White 13inch, Casual",B09JMRL35Y,02/08/2022 14:51,1,17.66,Short Mobile link creation,ndi,PHONE
Kitchen & Dining,Magnetic Measuring Spoons Set Dual Sided Stainless Steel Set of 6 Stackable Magnetic Teaspoon Tablespoon for Measuring Dry and Liquid Ingredients,B07F36TWDT,02/08/2022 14:50,1,15.97,Short Mobile link creation,di,TABLET
Home Improvement,"Puck Lights with Remote, HELPLEX 16 Colors Changeable LED Push Lights Battery Operated New Upgrade White Dimmable Under Cabinet Lighting Wireless Unde",B09XPWDGDJ,02/08/2022 14:48,1,14.99,Short Mobile link creation,ndi,PHONE
Home Improvement,Enido Flickering Flameless Candles Outdoor Waterproof Battery Operated Candles Led Candles Plastic Candle Set of 3 Include Realistic Dancing LED Flame,B08BP5CQFH,02/08/2022 14:48,1,16.8,Short Mobile link creation,ndi,PHONE
Home Improvement,"LIHAO White Hanging Paper Lanterns for Wedding Party Decoration, 4 Size - 10 Piece",B06XT7NPYY,02/08/2022 14:48,1,13.99,Short Mobile link creation,ndi,PHONE
Furniture,SAFAVIEH Natural Fiber Round Collection 3' x 3' Round Natural NF805B Handmade Boho Charm Braided Jute Area Rug,B07FCDQZVJ,02/08/2022 14:32,1,39.98,Influencer Page,ndi,PHONE
Office & School Supplies,"DiverseBee Bible Highlighters and Pens No Bleed, 8 Pack Assorted Colors Gel Highlighters Set, Bible Markers No Bleed Through, Cute Bible Study Journal",B09N7BX1LP,02/08/2022 14:27,1,9.95,Short Mobile link creation,di,PHONE
Books & Textbooks,Parker Grows a Garden: Ready-to-Read Level 1 (A Parker Curry Book),1665931027,02/08/2022 13:50,1,4.99,Short Mobile link creation,ndi,PHONE
Health & Household,"Fabric Lint Shaver - Fuzz Remover, AC120V Electric Sweater Shaver (Battery Operated), Efficiently Faster by 80% - Clothes Fuzz,Lint Balls,Pills,Bobble",B08CXWBDCG,02/08/2022 13:41,1,12.49,Influencer Page,ndi,PHONE
Home,Turkish Hand Towel Set of 4 Stripe Peshtemal Towel 100% Cotton 45x20 Light Weight Thin Quick Dry Hand Bath Hair Gym Face Tea Kitchen Dishcloth Set Dec,B08RHQRDN7,02/08/2022 13:21,1,26.95,Influencer Page,ndi,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KRT43VZ,02/08/2022 13:00,1,11.99,Short Mobile link creation,di,PHONE
Kitchen & Dining,Magnetic Measuring Spoons Set Dual Sided Stainless Steel Set of 6 Stackable Magnetic Teaspoon Tablespoon for Measuring Dry and Liquid Ingredients,B07F36TWDT,02/08/2022 12:33,1,15.97,Short Mobile link creation,di,PHONE
Health & Household,"Dual Head Sex Tongue for Licking and Sucking, Rose Toy for Women Pleasure, Clitorals Stimulator, Electric Women Relaxing Toy, Woman Suction 10 Modes (",B0B7RHLYWZ,02/08/2022 12:27,1,39.99,Influencer Page,ndi,PHONE
Home,"Smyrna Original Turkish Hand Towels Set of 2 | 100% Cotton, 16 x 40 Inches | Decorative Bathroom Peshtemal Towel for Hand, Face, Hair, Gym, Yoga, Tea,",B083K5139F,02/08/2022 12:20,1,17.99,Influencer Page,ndi,PHONE
Home,"Smyrna Original Turkish Hand Towels Set of 2 | 100% Cotton, 16 x 40 Inches | Decorative Bathroom Peshtemal Towel for Hand, Face, Hair, Gym, Yoga, Tea,",B083K59RG4,02/08/2022 12:20,1,17.99,Influencer Page,ndi,PHONE
Home,"Smyrna Original Turkish Hand Towels | 100% Cotton, Prewashed, 16 x 40 Inches | Decorative Bathroom Peshtemal Towel for Hand, Face, Hair, Gym, Yoga, Te",B084CY3Y21,02/08/2022 12:20,1,17.99,Influencer Page,ndi,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08VS5DZX2,02/08/2022 11:54,1,10.99,Short Mobile link creation,di,PHONE
Home,"upsimples 11x14 Picture Frame Set of 5, Display Pictures 8x10 with Mat or 11x14 Without Mat,Wall Gallery Photo Frames, White",B07VLMPDJW,02/08/2022 11:41,1,23.79,Short Mobile link creation,di,PHONE
Home,"The ORIGINAL DomeDock! American, patented, Wall Mount Hat Rack 25 Ball Cap Storage. Compact Hat Organization System. Made and Shipped in USA. (Single,",B08MBBSYMR,02/08/2022 11:40,1,24.99,Short Mobile link creation,ndi,PHONE
Home,AMANCY Classy Cigar Case Kit with 3 Triple Jet Cigar Lighter and Cutter Great Gift Set,B01F54I33G,02/08/2022 11:32,1,25.99,Short Mobile link creation,ndi,PHONE
Clothing & Accessories,Womens Disney Pixar Toy Story Buzz Woody Jessie V-Neck T-Shirt,B07TNMLMK1,02/08/2022 11:12,1,24.99,Short Mobile link creation,ndi,PHONE
Kitchen & Dining,"Cozee Bay Bamboo Bag Storage Organizer for Kitchen Drawer, Baggie organizer, Compatible with Gallon, Quart, Sandwich and Snack Variety Size Bags (Whit",B09QK6DFKF,02/08/2022 11:10,1,39.98,Short Mobile link creation,di,PHONE
Beauty & Grooming,"Revlon Infrared Hair Dryer | 1875 Watts of Maximum Shine, Softness and Control, (White)",B07GZWQDPR,02/08/2022 11:01,1,19.88,Short Mobile link creation,ndi,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KRZF2K1,02/08/2022 11:01,1,10.99,Short Mobile link creation,di,TABLET
Home Improvement,"Scotchgard Fabric Water Shield, 13.5 Ounces, Repels Water, Ideal for Couches, Pillows, Furniture, Shoes and More, Long Lasting Protection",B085JZ2SNS,02/08/2022 10:32,1,11.87,Short Mobile link creation,ndi,PHONE
Furniture,"Nathan James Hylie Nailhead Wood Pub-Height Kitchen Counter Bar Stool 24"", Beige/Light Brown",B078872Z11,02/08/2022 10:32,1,69.98,Short Mobile link creation,ndi,PHONE
Home,"upsimples 16x20 Picture Frame Set of 5, Display Pictures 11x14 with Mat or 16x20 Without Mat, Wall Gallery Poster Frames, Brown",B09Y82JVVQ,02/08/2022 10:32,1,46.74,Short Mobile link creation,di,PHONE
Home,Creative Co-Op Square Cotton Knit Dish Cloths (Set of 2 Pieces),B07FQZYZ37,02/08/2022 10:29,1,14.06,Influencer Page,ndi,DESKTOP
Office & School Supplies,"Sharpie S-Note Duo Dual-Ended Creative Markers, Part Highlighter, Part Art Marker, Assorted Colors, Fine and Chisel Tips, Includes Stand-up Easel, 16 ",B09TRZ5W89,02/08/2022 10:17,1,13.9,Short Mobile link creation,di,PHONE
Clothing & Accessories,"French Toast Girls Big Short Sleeve Picot Collar Polo Shirt (Standard & Plus), Red, 10-12",B01DSQO8FA,02/08/2022 09:46,3,9.99,Short Mobile link creation,ndi,PHONE
